date_column,site,category,brand,model_name,product_title,price_egp,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount,product_url,image_url,asin,batteries,model_number
9/16/2024,amazon_egy,mobile phones,samsung,a25 5g,"samsung galaxy a25 5g, 6gb ram, 128gb storage, black",9250,android 11.0,6 gb,128 gb,6.5 inches,1080 x 2340,90,,,snapdragon,,etisalat,,"[{'reviewer': 'mostafa', 'rating': '5.0 ', 'date': 'reviewed in egypt on 13 august 2024', 'review': 'خامات واداء جيدين جداشاشه رئعه (بغض النظر عن الحواف طبعا) وصوت استيريو ممتازكاميرات الأفضل ف سعرها وسوفت وير سامسونج مش محتاج كلامالبطارييه أول اسبوع وحشه بعدها الفون بيظبطها على استخدامك وبتكفي اليوم كله\nread more'}, {'reviewer': 'mahmoud daoud', 'rating': '5.0 ', 'date': 'reviewed in egypt on 3 august 2024', 'review': 'جهاز اكثر من ممتاز\nread more'}, {'reviewer': 'samir', 'rating': '1.0 ', 'date': 'reviewed in egypt on 2 may 2024', 'review': 'البطارية ضعيفة جدا جداحرفيا البطارية بتتشفط حتي وانت مش بتستخدم التليفونالشاشة سيئة جدا واي حد بيستخدم شاشات سوبر اموليد هيعرف ان الشاشة اقل بكتير من الموبايلات التانيةالموبايل بيهنج كتير جدالا انصح بشرائه ابدا\nread more'}, {'reviewer': 'ali hassan bakry osman', 'rating': '5.0 ', 'date': 'reviewed in egypt on 27 july 2024', 'review': 'موبايل عظيم و السعر أقل من القيمة\nread more'}, {'reviewer': 'عادل', 'rating': '5.0 ', 'date': 'reviewed in egypt on 19 july 2024', 'review': 'فارق عن سعر السوق كتييييير .... لقطة\nread more'}]",4,13,https://www.amazon.eg/-/en/Samsung-Galaxy-128GB-Storage-Black/dp/B0CQ5CQG31/ref=sr_1_55?dib=eyJ2IjoiMSJ9.3AXAprffHpcSWET0nju_H0H1L_JjfgkKOqQoWUnWJkFehfjFdJHBgCdFbrEuSRBtfhj9ABudqe1ShyPxgRfPE-glTOFqri8Ln9OZlJ-jgnij5PBzXcrx2OIyge253a0Tcyd-yROxv79p20GtbaN0_g_0lfogPEBAGxy-EXMTcZ-mXCSb65MONxK4BM-bqWYZ_E4POCArYNfrCEys441rk96AW_sYMcsE5oyeiecDwQ0-tIvkOgZ50X273b5Rs0c244NB6vuguoD1hzBjTBQK4inWyc_J0Xr5O3OdgXB4TcM.mNf_5tA7bjCAFy0OSKHjaLdf6drmrblZoj9dlKad1vo&dib_tag=se&qid=1726502606&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-55,https://m.media-amazon.com/images/I/61n8R-QRkUL.__AC_SY300_SX300_QL70_ML2_.jpg,b0cq5cqg31,,sm-a256ed
9/16/2024,amazon_egy,mobile phones,oppo,a76,oppo a76 dual sim 6gb ram+128gb rom (6.56 inches) (4g) - (light blue) (global version),8799,android 10.0,6 gb,128 gb,6.56 inches,720 x 1612,120,"2.4, 1.9 ghz",,snapdragon,,,,"[{'reviewer': 'ahmed ibrahim ibrahim', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 may 2024', 'review': 'جيد\nread more'}]",5,,https://www.amazon.eg/-/en/OPPO-A76-Dual-128GB-Inches/dp/B0CN72GYV4/ref=sr_1_173?dib=eyJ2IjoiMSJ9.9lq5X3_e8PNU9eab_WwZJzxqoufWfd8JAy2T6ZwEaMXIjTVY4N6At_zvV2p9j9-YKbaYjGJyYjPvq9K9F63hZmA3xF4lNC0K-8Ew13n7_FYtlqo9qyYjEYmyw7AdDE9hjHNSr_ICAMc8UIX8Yg6EVso4aXx33n4yVGqhnaAsD66QjXUPWoEgloOibXmH40nbxCdlGklRwS4woU7NIYbiYueFAip98WhyNPNWYtUe2cCjBE3AFec-9wccusE0-_xt5c5bu1OzBElCZLkAaT29yZQt__tWKhNrnpms8oT0-vA.mzvEJX29rFlsSE4JvXyZJNaNLeHy9ClyKyIQPWeTRLY&dib_tag=se&qid=1726502658&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-173,https://m.media-amazon.com/images/I/41jAB4q3NXL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cn72gyv4,1 lithium polymer batteries required. (included),a76 - light blue
9/16/2024,amazon_egy,mobile phones,apple,13,"apple iphone 13 with facetime - 128gb, 4gb ram, 4g lte, midnight black, single sim & e-sim - international warranty",,ios,4 gb,128 gb,6.1 inches,1170 x 2532,60,,,a13,,cricket,4g,[],3.6,,https://www.amazon.eg/-/en/Apple-iPhone-FaceTime-SIM-International/dp/B09G99QJSK/ref=sr_1_193?dib=eyJ2IjoiMSJ9.gpLBUUuOV8fGDl8gPiPG7etKt_jcnaS5wGSSxaXuj8jjGLvwxewA6ZrAMKceXSGvCEFwJPX61QBcutVuD8IQXhxPbIBhLUrbrYJ9UX_HvY54xM3vNO4bbgw-ZdbE-InQtJx5OiBMRyXznladA1FUYw5ktpFO4wf73YLx3EHH7QfFZRMJ_94NZi1MzNC8u9K3riRYID72uy2g9hFNdQ_p7JylrJjpQwJKSGvRLKG-405HYG7V1bLUXZfpHKGIOaufbL8cqkawOZLrO6JsTKBOVfYQHbOiRdtV88Lij5jnG8Q.Dba_4GXBW5xl8_l28cP0Iu8dq_rqH4Wum1D3IOpbdv4&dib_tag=se&qid=1726502659&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-193,https://m.media-amazon.com/images/I/61VuVU94RnL.__AC_SX300_SY300_QL70_ML2_.jpg,b09g99qjsk,1 lithium ion batteries required. (included),mlml3ll/a
9/16/2024,amazon_egy,mobile phones,xiaomi,vhu4397eu,"xiaomi pad 6, 8gb ram, 256gb rom - mist blue",18888,android,8 gb,8 gb,11,,,,,,mist blue,,,"[{'reviewer': 'paz83', 'rating': '5.0 ', 'date': 'reviewed in brazil on 14 september 2024', 'review': 'faz jus as características, estou usando a pouco,mas desempenho maravilhoso, ágil e rápido. estou adorando 🙏🏻\nread more'}, {'reviewer': 'jossef gómez', 'rating': '5.0 ', 'date': 'reviewed in mexico on 3 september 2024', 'review': 'excelente dispositivo, todo es excelente.... hasta que actualice a hyper os, resulta que hay un problema que xiaomi no ha arreglado desde la salida de este y tiene que ver con la reproduccion de video en las plataformas de streaming, disney +, netflix, prime video, etc... el problema es que no reproduce la calidad maxima que tienes contratada a lo mucho reproduce sd (resoluciones de video que van desde 240p hasta 480p) ni siquiera hd 720p y por obvias razones se ve pixeleada la pelicula o serie, desaprovechando la excelente pantalla que tiene la tablet y el plan que tenemos contradado si es hd, mi recomendación es no instalar la actulizacion a hyper os, si que hay soluciones como reiniciar la tableta y reinstalar los certificados de widevine l1 para ver el contenido en su maxima resolucion contratada, pero son temporales a lo mucho te durara unos dias y se cambiara a widevine l3 y por lo tanto la calidad decaera de nuevo, pero fuera de eso funciona excelente, esperemos y xiaomi lance una actulizacion pronto\nread more'}, {'reviewer': 'paty', 'rating': '5.0 ', 'date': 'reviewed in the united states on 1 september 2024', 'review': 'esta muy linda, grande, exelentes colores y diseno\nread more'}, {'reviewer': 'c m', 'rating': '5.0 ', 'date': 'reviewed in spain on 1 september 2024', 'review': 'es perfecto para uso casual en el hogar. la pantalla es perfecta para ver series y leer libros. tiene buen audio y una cámara adecuada para hacer alguna foto o para escanear documentos. la batería aguanta bien y el rendimiento es óptimo. muy contento con la compra.\nread more'}, {'reviewer': 'anonymous', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 20 july 2024', 'review': 'it is very good device specially in this budget.overall performance is good but battery timming on gaming is not so good.\nread more'}]",4.7,,https://www.amazon.eg/-/en/Xiaomi-Pad-8GB-RAM-256GB/dp/B0CB1P2X3B/ref=sr_1_217?dib=eyJ2IjoiMSJ9.fkG7xqACeHa3VkT_X2Jfb20fRYOWV2XltkfeAsB9oaVMDUjSYJnI0JDRA-OxMmyJ2TpZilNs_wYvemJ5DLJ6ziwWH0ZYEpiYBJi6nvV2Z8saiJpky6UErDmNCKTRfrKR8G_xoFr1mKkTXfGTJG6GSWzZ8i9L7yfYLZmUCZuDqkDa5mg4vKLpAPdpj62w2MKZW6QhEjUb4B6zvieOixEBxvboMfMffHI9f_8QOavWIjq7VPYnG4-H3yPQK6f0SfFVjr11UYlqxN91xxNcUuL0aiL_225uTGe9vcpX8GETdKs.bvSb5eDKil8HB6pvt6P7sioH5nshGfB8zA395cCVTFM&dib_tag=se&qid=1726502663&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-217,https://m.media-amazon.com/images/I/51HOBCGpgPL.__AC_SX300_SY300_QL70_ML2_.jpg,,,
9/16/2024,amazon_egy,mobile phones,oppo,a18,oppo a18 4-128 blue,,android 13.0,4 gb,128 gb,6.56 inches,720 x 1612,90,,,snapdragon,,unlocked for all carriers,,"[{'reviewer': 'المنتج تالف', 'rating': '1.0 ', 'date': 'reviewed in egypt on 3 august 2024', 'review': 'سيء\nread more'}, {'reviewer': 'ayoma', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 18 june 2024', 'review': 'good\nread more'}, {'reviewer': 'aniket yadav', 'rating': '5.0 ', 'date': 'reviewed in india on 30 november 2023', 'review': 'nyc\nread more'}, {'reviewer': 'amazon customer', 'rating': '1.0 ', 'date': 'reviewed in india on 23 december 2023', 'review': 'very bad\nread more'}]",3.8,,https://www.amazon.eg/-/en/OPPO-CPH2591-Oppo-4-128-blue/dp/B0CJSNDYR2/ref=sr_1_186?dib=eyJ2IjoiMSJ9.9lq5X3_e8PNU9eab_WwZJzxqoufWfd8JAy2T6ZwEaMXIjTVY4N6At_zvV2p9j9-YKbaYjGJyYjPvq9K9F63hZmA3xF4lNC0K-8Ew13n7_FYtlqo9qyYjEYmyw7AdDE9hjHNSr_ICAMc8UIX8Yg6EVso4aXx33n4yVGqhnaAsD66QjXUPWoEgloOibXmH40nbxCdlGklRwS4woU7NIYbiYueFAip98WhyNPNWYtUe2cCjBE3AFec-9wccusE0-_xt5c5bu1OzBElCZLkAaT29yZQt__tWKhNrnpms8oT0-vA.mzvEJX29rFlsSE4JvXyZJNaNLeHy9ClyKyIQPWeTRLY&dib_tag=se&qid=1726502658&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-186,https://m.media-amazon.com/images/I/81r7k-IoclL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cjsndyr2,1 lithium polymer batteries required. (included),cph2591
9/16/2024,amazon_egy,mobile phones,samsung,a55,"samsung galaxy a55 5g, android smartphone, dual sim mobile phone, 8gb ram, 128gb storage, awesome iceblue - 1 year warranty",,android 11.0,8 gb,128 gb,6.5,1080 x 2340,,2.3 ghz,"bluetooth, wi-fi",snapdragon,awesome iceblue,unlocked for all carriers,,"[{'reviewer': 'amazone', 'rating': '5.0 ', 'date': 'reviewed in egypt on 22 august 2024', 'review': 'تليفون كامل المواصفات\nread more'}, {'reviewer': 'yahia ashry', 'rating': '5.0 ', 'date': 'reviewed in egypt on 1 july 2024', 'review': 'حينما نتحدث عن الفخامة نتحدث عن سامسونج galaxy a55 قدمت سامسونج هذا الاصدار الرائع بهيكل فريم معدنى بعد ما كنا نسينا المعدن من عام 2017 حيث كنا نقتنى الهواتف من فئة a\xa0 وفئة j بهيكل معدنى انيق .لم تكتفى سامسونج بالعمل على تطوير خامات التصنيع حيث اضافت طبقة حماية غوريلا فيكتس لحماية الشاشةوقدمت معاج متطور اكيزبنوس 1480 بتقنية تصنيع 4 نانوميتر\xa0 هذا يتكامل مع غرفة بتقنية liquid cooling بحجم كبير لتحسين اداء واستقرار المعالج  اثناء العمل تحت ضغط لفترة طويلةولاكن الغريب فى التصميم هو وجود فتحتات غامضة بجانب مدخل الشحن\nread more'}, {'reviewer': 'صبري سلمان محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 28 july 2024', 'review': 'هاتف منتازوأنصح بالشراء\nread more'}, {'reviewer': 'user-mwy7pt1', 'rating': '5.0 ', 'date': 'reviewed in egypt on 18 july 2024', 'review': 'افضل تجربه\nread more'}, {'reviewer': 'mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 23 june 2024', 'review': 'received my product sealed, all is good.\nread more'}]",4.4,,https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Awesome/dp/B0CX96X456/ref=sr_1_24?dib=eyJ2IjoiMSJ9.ESuG0wU7gFJe36ODf9jPQcWWTfE_f4dOgf9pJx-dydDicHbRRXRenBPbJoEkpshwfgln-uvrDfX6g-tdU7A0SWqrn85pauf4BF4s8UzrrZz1-DAVPZK6VYL9Vdok3Bfdu6CL17Tft14QoB-oOn0ZJPjhLo004GcAF9XStpo6VgAycVWkL1ZtZTMirmggps1TrtwkQ-YBi29pMBKu-9SsCqRP5rMRpk1P8QT6aerxxOCvMHD2JoKV-J7YIFgntrJcq06TJumD0PevKEKwakp5V-VisQc0WMX3OIArZ-qYjyU.Lhy0eu_NBwoLOnZEzLA8WM_SfjHxy8_Pxyj55xNY_OI&dib_tag=se&qid=1726502600&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-24,https://m.media-amazon.com/images/I/71iDfC-A+GL._AC_SX300_SY300_.jpg,b0cx96x456,,sm-a556ev
9/16/2024,amazon_egy,mobile phones,samsung,fold6,"samsung galaxy z fold6, 12gb ram, 256gb storage, silver shadow, big screen, 1 year seller warranty (international version)",62950,android,12gb,256 gb,,,,,,,silver shadow,unlocked for all carriers,5g,"[{'reviewer': 'bibo', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 20 august 2024', 'review': ""recived fold 6 very fastsamsung pay not working which i know before i buy i don't care about iti was shocked that i activated samsung care 2 years on it for free in samsung member's app found complimentary 2 years care which needed invoice and seller sent it right away great buy and great pricei got navy blue colour\nread more""}]",5,,https://www.amazon.eg/-/en/SAMSUNG-Storage-Warranty-International-Version/dp/B0D8T4NRP6/ref=sr_1_76?dib=eyJ2IjoiMSJ9.yHKRFKgpIWA7FpQ_8Lr1e0Ov95xvpKR_9BDGFxCvz0dZNUcASMv4fZhnYFfrCcKkWLh7HzTGwd_JmJmYW25Uf2rx4KA9atcAY3pX8To-Sjtufd2YdscXPP7wRN3a1hPIrADBW5XDndQIvYM58CojUSvlvGxgJk41jmGfjoD4Rwv4jQY3qCYRzAj8mOsYDzv6vaSn-W4yz4t1QVZ_xqCGsUf_tYebbk_iV-MgbBWdNlK_hBtWA2NNFiBxGIxtWQPIZCbUsjdHktRYiJ_V9w_80PJDplWlEcIk8puqShB3mTc._x9Ytd0eCfiwJKRpLoLJyq4BTNzQxPIfSaOhLDvc4nU&dib_tag=se&qid=1726502646&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-76,https://m.media-amazon.com/images/I/711LouKwMIL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d8t4nrp6,,sm-f956bzsbtur
9/16/2024,amazon_egy,mobile phones,apple,11,"apple iphone 11 with facetime - 128gb, 4gb ram, 4g lte, black, single sim & e-sim",20990,ios 13,4 gb,128 gb,6.1 inches,1280 x 720,60,,"bluetooth, wi-fi, usb, nfc",a13,black,unlocked for all carriers,,"[{'reviewer': 'mos.attallah', 'rating': '4.0 ', 'date': 'reviewed in egypt on 5 december 2023', 'review': 'تليفون ممتاذ\nread more'}, {'reviewer': 'a r', 'rating': '1.0 ', 'date': 'reviewed in egypt on 3 january 2024', 'review': 'وجدت عيب صناعه بالمنتج iphone 11 ظهر الموبيل اعلي من احد الجهتين و لا يبات في المكان المخصص له\nread more'}, {'reviewer': 'جيد جدا', 'rating': '2.0 ', 'date': 'reviewed in egypt on 12 april 2023', 'review': 'احببته\nread more'}, {'reviewer': 'neva y.', 'rating': '1.0 ', 'date': 'reviewed in egypt on 22 february 2024', 'review': 'إرسال فاتوره\nread more'}, {'reviewer': 'mohannad amr', 'rating': '1.0 ', 'date': 'reviewed in egypt on 8 december 2022', 'review': ""trash, horrible and bad seller after 6 months the iphone touch screen doesn't work, and now i have to replace it.\nread more""}]",4.5,6,https://www.amazon.eg/-/en/Apple-iPhone-11-FaceTime-SIM/dp/B08L8BJ9VC/ref=sr_1_60?dib=eyJ2IjoiMSJ9.3AXAprffHpcSWET0nju_H0H1L_JjfgkKOqQoWUnWJkFehfjFdJHBgCdFbrEuSRBtfhj9ABudqe1ShyPxgRfPE-glTOFqri8Ln9OZlJ-jgnij5PBzXcrx2OIyge253a0Tcyd-yROxv79p20GtbaN0_g_0lfogPEBAGxy-EXMTcZ-mXCSb65MONxK4BM-bqWYZ_E4POCArYNfrCEys441rk96AW_sYMcsE5oyeiecDwQ0-tIvkOgZ50X273b5Rs0c244NB6vuguoD1hzBjTBQK4inWyc_J0Xr5O3OdgXB4TcM.mNf_5tA7bjCAFy0OSKHjaLdf6drmrblZoj9dlKad1vo&dib_tag=se&qid=1726502606&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-60,https://m.media-amazon.com/images/I/71i2XhHU3pL.__AC_SX300_SY300_QL70_ML2_.jpg,b08l8bj9vc,1 lithium ion batteries required. (included),mhdh3hn/a
9/16/2024,amazon_egy,mobile phones,apple,14,new apple iphone 14 (128 gb) - blue,34489,ios 16,6 gb,128 gb,6.1 inches,720 x 1600,120,,"bluetooth, wi-fi, nfc",a13,blue,unlocked for all carriers,,"[{'reviewer': 'wagdy shenouda', 'rating': '5.0 ', 'date': 'reviewed in egypt on 29 january 2023', 'review': 'original product, as described, helpful and respectful seller\nread more'}, {'reviewer': 'susanne', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 1 july 2024', 'review': 'very good\nread more'}, {'reviewer': 'romesh chamara', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 15 june 2024', 'review': 'good\nread more'}, {'reviewer': 'dharmendra singh', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 25 march 2024', 'review': 'nice\nread more'}, {'reviewer': 'sheena', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 12 may 2024', 'review': 'amazing! fast delivery legit iphone seller original and verified!\nread more'}]",4.7,3,https://www.amazon.eg/-/en/New-Apple-iPhone-14-128/dp/B0BDJ7HLSW/ref=sr_1_89?dib=eyJ2IjoiMSJ9.yHKRFKgpIWA7FpQ_8Lr1e0Ov95xvpKR_9BDGFxCvz0dZNUcASMv4fZhnYFfrCcKkWLh7HzTGwd_JmJmYW25Uf2rx4KA9atcAY3pX8To-Sjtufd2YdscXPP7wRN3a1hPIrADBW5XDndQIvYM58CojUSvlvGxgJk41jmGfjoD4Rwv4jQY3qCYRzAj8mOsYDzv6vaSn-W4yz4t1QVZ_xqCGsUf_tYebbk_iV-MgbBWdNlK_hBtWA2NNFiBxGIxtWQPIZCbUsjdHktRYiJ_V9w_80PJDplWlEcIk8puqShB3mTc._x9Ytd0eCfiwJKRpLoLJyq4BTNzQxPIfSaOhLDvc4nU&dib_tag=se&qid=1726502646&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-89,https://m.media-amazon.com/images/I/61bK6PMOC3L.__AC_SX300_SY300_QL70_ML2_.jpg,b0bdj7hlsw,1 lithium ion batteries required. (included),a2882
9/16/2024,amazon_egy,mobile phones,samsung,s22,"samsung galaxy s22 5g mobile phone 128gb, 8gb ram, sim free android smartphone white",27500,android 10.0,8 gb,128 gb,6.1 inches,2340 x 1080,120,,"bluetooth, wi-fi, usb",snapdragon,,unlocked for all carriers,,"[{'reviewer': 'used product', 'rating': '1.0 ', 'date': 'reviewed in saudi arabia on 19 august 2023', 'review': 'i got used product which is the the same price of new one. its totally disappointing\nread more'}, {'reviewer': 'corra', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 15 august 2023', 'review': 'battery may drain fast if you use 5g and location\nread more'}, {'reviewer': 'sunil', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 8 august 2023', 'review': 'very good mobile compact size i love this\nread more'}, {'reviewer': 'سيئ جدا', 'rating': '3.0 ', 'date': 'reviewed in saudi arabia on 15 august 2023', 'review': 'شاشه صغيره.. تقيل\nread more'}, {'reviewer': 'mohamed jameel', 'rating': '3.0 ', 'date': 'reviewed in saudi arabia on 6 february 2023', 'review': '3700 snapdragon gen 1 no use you even cant c9mpare with 13\nread more'}]",4.1,,https://www.amazon.eg/-/en/Samsung-Galaxy-Mobile-Android-Smartphone/dp/B09RQTTS7C/ref=sr_1_211?dib=eyJ2IjoiMSJ9.gpLBUUuOV8fGDl8gPiPG7etKt_jcnaS5wGSSxaXuj8jjGLvwxewA6ZrAMKceXSGvCEFwJPX61QBcutVuD8IQXhxPbIBhLUrbrYJ9UX_HvY54xM3vNO4bbgw-ZdbE-InQtJx5OiBMRyXznladA1FUYw5ktpFO4wf73YLx3EHH7QfFZRMJ_94NZi1MzNC8u9K3riRYID72uy2g9hFNdQ_p7JylrJjpQwJKSGvRLKG-405HYG7V1bLUXZfpHKGIOaufbL8cqkawOZLrO6JsTKBOVfYQHbOiRdtV88Lij5jnG8Q.Dba_4GXBW5xl8_l28cP0Iu8dq_rqH4Wum1D3IOpbdv4&dib_tag=se&qid=1726502659&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-211,https://m.media-amazon.com/images/I/71vOXFa7wDL.__AC_SX300_SY300_QL70_ML2_.jpg,b09rqtts7c,1 lithium ion batteries required. (included),sm-s901ezwdmea
9/16/2024,amazon_egy,mobile phones,realme,12 pro 5g,"realme 12 pro 5g (navigator beige, 8gb ram 256 gb storage)",14995,android 12.0,8 gb,8 gb,17.02 centimeters,,,2.4 ghz,,snapdragon,navigator beige,unlocked for all carriers,,"[{'reviewer': 'retrisha chowdhury', 'rating': '5.0 ', 'date': 'reviewed in india on 27 august 2024', 'review': 'camera is awesome.. features also very good but only one problem is heating..! resolve it.\nread more'}, {'reviewer': 'amazon customer', 'rating': '1.0 ', 'date': 'reviewed in india on 21 august 2024', 'review': 'i purchased realme 12 pro 5g (navigator beige, 8gb ram 256 gb storage) on 08aug2024. when i checked warrany of the purchased phone using imei on realme website, warrany end date displayed as 25-jul-2025.  actual warranty end date should have been 12 years i.e 08-aug-2025.  this means some one has already used phone. for realme mobiles, warrany gets auto registered when phone is connected to internet. so its clear, amazon and seller has sold me used phone. amazon could not do any thing to update correct warranty end date. i wrote multiple times to realme emails but not response. so be careful when purchasing realme mobiles. check at the spot warranty end date by entering imei on realme website.\nread more'}, {'reviewer': 'rajiv ranjan', 'rating': '5.0 ', 'date': 'reviewed in india on 5 august 2024', 'review': 'good performance camera and battery backup\nread more'}, {'reviewer': 'kaushik jagani', 'rating': '3.0 ', 'date': 'reviewed in india on 18 july 2024', 'review': 'i use this phone past 3 days and 22k price with realme brand it is good deal who is looking for phone which has no lagging and smooth daily work like watching movies,insta reel , youtube videos and play pubg game in high graphics till no i dont gen any problem.***plus point ***display resolution is amazing and good camera quality.i also use this phone in mobile app development and not get any problem.*****battery life is very poor it drain 100% charging in just 5 hours in the market other brand may be give good in this as compare  this phone.\nread more'}, {'reviewer': 'ismail', 'rating': '3.0 ', 'date': 'reviewed in india on 21 august 2024', 'review': 'mobile looks good.\nread more'}]",4,,https://www.amazon.eg/-/en/realme-12-5G-Navigator-Storage/dp/B0CTJYXF56/ref=sr_1_250?dib=eyJ2IjoiMSJ9.RPPTBu92dkLV7mNVHjguz9iNP9xdxGEd3i3pagq-FEg7fDnvio1yG4BHLAupWPgsXfuzptH6YCZSdwfxczShJjF2-KUFz6bMaohngl2cgw2gXNTRV4BztBJ0oVzVhK8qTvBkJy7keBi7dWleEXJ3XqZxKgKMExAU6dqEtiStXpCEJYXHuw2fYowuv4b7B87MoLvJbPsCHEBo2RfoyAGiBA.VSjgVKfT4qb19mXjHq7ZyurcXI48w53tBEH1e5kA2Cw&dib_tag=se&qid=1726502665&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-250,https://m.media-amazon.com/images/I/714oelPJK0L.__AC_SX300_SY300_QL70_ML2_.jpg,b0ctjyxf56,1 lithium ion batteries required. (included),12 pro 5g
9/16/2024,amazon_egy,mobile phones,infinix,smart 8,"infinix smart 8 4g (galaxy white, 4gb ram, 64gb storage) | up to 8 gb of ram (4 gb + 4 gb virtual) | 90 hz punch-hole display | 50mp dual camera with quad-led ring flash | helio g36 mediatek processor",4080,android 10.0,4 gb,64 gb,6.6 inches,720p,,,,snapdragon,,unlocked for all carriers,lte,"[{'reviewer': 'اشرف عابدين محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 11 august 2024', 'review': 'قيمة مقابل السعر\nread more'}]",4.2,,https://www.amazon.eg/-/en/Infinix-Punch-hole-Quad-LED-Mediatek-Processor/dp/B0CSDRYJ3M/ref=sr_1_39?dib=eyJ2IjoiMSJ9.CT47HzzsameEhv4VG9ziCNr83B385B18XUc79KTKALyzxZRTPFV4hS8eFc2n6poBjtS054damKztM0jkPz2z5X2kv1GDujxgfXnV_ZZIV-XhrovRg0OfINSBhtc1cbRoOvMoJnQxt2etlKYhVcJpcFo0MCbUUEgl-UCEDvzVQZexKCVIRFBlklmOuFgDaUT2znzZDkTQKjbWIKjaTHoqDBp3Ym4v8IwkPDH2Xamrhd1VRRTFJqAXY_3ZTMOnMhkeaDVdS42jeCFeDvlkU0pHYPDsxKg18Cg8hlQjfZTJtWc.NxmovNhoQhoz2TzjDWoOAeKnSjhuOXDnxWoOn97QVqA&dib_tag=se&qid=1726502604&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-39,https://m.media-amazon.com/images/I/81KcHWggkkL.__AC_SX300_SY300_QL70_ML2_.jpg,b0csdryj3m,,x6525b
